Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,Agent,Country,State or Province,City,Order Date,Ship Date,Profit,Quantity ordered new,Sales
Low,0.06,10.89,4.5,1189,Dwight Stephenson,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Belkin 6 Outlet Metallic Surge Strip,0.59,West,William,United States,California,Huntington Beach,17/06/2015,22/06/2015,-25.11,14,149.32
Low,0.03,10.64,5.16,1189,Dwight Stephenson,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",0.57,West,William,United States,California,Huntington Beach,17/06/2015,22/06/2015,17.38,16,177.01
Low,0.03,7.96,4.95,1189,Dwight Stephenson,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,Staples Plastic Wall Frames,0.41,West,William,United States,California,Huntington Beach,17/06/2015,19/06/2015,24.26,4,35.16
Low,0.03,28.53,1.49,1191,John Morse,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',0.38,East,Erin,United States,Connecticut,New Britain,28/06/2015,01/07/2015,59.44,3,88.84
Low,0.03,10.64,5.16,1193,Louis Parrish,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",0.57,East,Erin,United States,District of Columbia,Washington,17/06/2015,22/06/2015,14.48,63,696.96
Low,0.03,7.96,4.95,1193,Louis Parrish,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,Staples Plastic Wall Frames,0.41,East,Erin,United States,District of Columbia,Washington,17/06/2015,19/06/2015,22.25,17,149.41
High,0.05,52.4,16.11,1193,Louis Parrish,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Laser Imprintable Binding System Covers,0.39,East,Erin,United States,District of Columbia,Washington,25/02/2015,27/02/2015,592.53,85,4556.63
High,0.05,36.55,13.89,1193,Louis Parrish,Express Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",0.41,East,Erin,United States,District of Columbia,Washington,25/02/2015,26/02/2015,232.8,83,2948.61
Not Specified,0.03,5.98,1.49,1193,Louis Parrish,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Avery Hanging File Binders,0.39,East,Erin,United States,District of Columbia,Washington,01/05/2015,03/05/2015,38.08,85,517.85
Low,0.09,49.99,19.99,1193,Louis Parrish,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Zoom V.92 USB External Faxmodem,0.41,East,Erin,United States,District of Columbia,Washington,28/06/2015,30/06/2015,-17.03,48,2373.32
Low,0.03,28.53,1.49,1193,Louis Parrish,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',0.38,East,Erin,United States,District of Columbia,Washington,28/06/2015,01/07/2015,39.63,11,325.73
Not Specified,0.03,5.98,1.49,1194,Sidney Brewer,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Avery Hanging File Binders,0.39,South,Sam,United States,Florida,Immokalee,01/05/2015,03/05/2015,20.5,21,127.94
High,0.08,355.98,58.92,1197,Grace McNeill Hunt,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4700 Series Mobuisª Mid-Back Task Chairs with Adjustable Arms,0.64,East,Erin,United States,Massachusetts,Sudbury,18/03/2015,20/03/2015,103.83,4,1350.94
High,0.1,15.14,4.53,1199,Edward Lamm,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Eldon¨ Gobal File Keepers,0.81,East,Erin,United States,New Hampshire,Nashua,25/02/2015,28/02/2015,-24.9,5,75.17
High,0.05,52.4,16.11,1200,Beth English,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Laser Imprintable Binding System Covers,0.39,East,Erin,United States,New Jersey,Elmwood Park,25/02/2015,27/02/2015,776.77,21,1125.76
High,0.05,36.55,13.89,1202,Faye Wolf,Express Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",0.41,East,Erin,United States,New Jersey,South Orange,25/02/2015,26/02/2015,344.54,21,746.03
Low,0.09,49.99,19.99,1203,Judy Merritt,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Zoom V.92 USB External Faxmodem,0.41,East,Erin,United States,Rhode Island,Cranston,28/06/2015,30/06/2015,-8.52,12,593.33
Low,0.01,3.08,0.5,1211,Debra Proctor,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 497,0.37,Central,Chris,United States,Indiana,Fort Wayne,01/02/2015,06/02/2015,9,4,13.05
High,0.08,4.91,4.97,1212,Eileen Fletcher,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",0.38,Central,Chris,United States,Indiana,Gary,15/01/2015,16/01/2015,-99.76,12,58.95
High,0.01,3499.99,24.49,1212,Eileen Fletcher,Regular Air,Corporate,Technology,Copiers and Fax,Large Box,Canon imageCLASS 2200 Advanced Copier,0.37,Central,Chris,United States,Indiana,Gary,15/01/2015,16/01/2015,-3061.82,1,3672.89
Low,0.07,29.89,1.99,1213,Jeremy Pratt,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",0.5,Central,Chris,United States,Indiana,Granger,04/02/2015,09/02/2015,258.62,13,374.81
Low,0.03,8.34,4.82,1213,Jeremy Pratt,Regular Air,Corporate,Office Supplies,Paper,Small Box,Southworth 25% Cotton Antique Laid Paper & Envelopes,0.4,Central,Chris,United States,Indiana,Granger,04/02/2015,08/02/2015,-6.71,5,43.27
High,0.03,5.84,1.2,1213,Jeremy Pratt,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 312,0.55,Central,Chris,United States,Indiana,Granger,15/01/2015,17/01/2015,-0.01,2,11.74
Medium,0.09,130.98,30,1217,Billy Perry Browning,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",0.78,East,Erin,United States,Massachusetts,Boston,28/04/2015,01/05/2015,-421.76,41,5258.94
Medium,0.02,8.34,2.64,1226,Ken Cash,Regular Air,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme¨ Elite Stainless Steel Scissors,0.59,East,Erin,United States,Rhode Island,Pawtucket,28/04/2015,30/04/2015,6.79,8,66.74
Medium,0.09,130.98,30,1227,Elsie Hwang,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",0.78,East,Erin,United States,Vermont,South Burlington,28/04/2015,01/05/2015,-421.76,10,1282.67
Medium,0,7.1,6.05,1228,Hazel Jennings,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Hanging View Binder, White, 1""",0.39,East,Erin,United States,Pennsylvania,Philadelphia,16/02/2015,17/02/2015,-60.15,28,208.83
Medium,0.01,4.98,4.62,1228,Hazel Jennings,Express Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.64,East,Erin,United States,Pennsylvania,Philadelphia,16/02/2015,18/02/2015,-111.72,41,228.3
Medium,0.06,5.68,1.39,1228,Hazel Jennings,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Staples Standard Envelopes,0.38,East,Erin,United States,Pennsylvania,Philadelphia,16/02/2015,16/02/2015,33.01,24,129.53
Medium,0.01,4.98,4.62,1229,Patrick Byrne,Express Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.64,Central,Chris,United States,Texas,Sulphur Springs,16/02/2015,18/02/2015,-111.72,10,55.68
Critical,0.1,120.98,9.07,1233,Gary Hester,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Electric Binding Machine,0.35,Central,Chris,United States,Texas,Flower Mound,09/04/2015,11/04/2015,297.46,5,568.24
Critical,0.02,152.48,6.5,1233,Gary Hester,Express Air,Consumer,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,0.74,Central,Chris,United States,Texas,Flower Mound,09/04/2015,11/04/2015,-564.6,1,162.91
High,0.09,99.99,19.99,1233,Gary Hester,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 External Faxmodem,0.52,Central,Chris,United States,Texas,Flower Mound,04/06/2015,06/06/2015,-161.48,1,97.65
High,0.04,205.99,5.26,1233,Gary Hester,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,i470,0.56,Central,Chris,United States,Texas,Flower Mound,04/06/2015,05/06/2015,-0.81,6,1018.61
Medium,0.03,128.24,12.65,1237,Eva Simpson,Regular Air,Corporate,Furniture,Chairs & Chairmats,Medium Box,SAFCO Folding Chair Trolley,,Central,Chris,United States,Texas,Carrollton,31/01/2015,02/02/2015,790.46,9,1145.6
Not Specified,0.02,7.38,5.21,1237,Eva Simpson,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon¨ Expressionsª Wood Desk Accessories, Oak",0.56,Central,Chris,United States,Texas,Carrollton,29/03/2015,30/03/2015,7.74,3,24.52
Medium,0.05,300.98,13.99,1237,Eva Simpson,Regular Air,Corporate,Technology,Office Machines,Medium Box,Polycom VoiceStation 100,0.39,Central,Chris,United States,Texas,Carrollton,25/05/2015,26/05/2015,3985.31,20,5775.81
Medium,0.04,205.99,5,1237,Eva Simpson,Express Air,Corporate,Technology,Telephones and Communication,Small Box,Phone 918,0.59,Central,Chris,United States,Texas,Carrollton,25/05/2015,26/05/2015,13.96,11,1878.24
Medium,0.01,160.98,30,1238,April Bowers,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,Central,Chris,United States,Texas,Cedar Hill,31/01/2015,02/02/2015,788.79,10,1634.67
Not Specified,0,387.99,19.99,1241,Bradley Schroeder,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes PB300 Plastic Comb Binding Machine,0.38,South,Sam,United States,Alabama,Auburn,16/03/2015,17/03/2015,-70.14,23,9280.72
Critical,0.06,200.97,15.59,1241,Bradley Schroeder,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,0.36,South,Sam,United States,Alabama,Auburn,25/03/2015,25/03/2015,531.62,7,1348.83
High,0.1,22.38,15.1,1246,Lois Hansen,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",0.38,East,Erin,United States,New York,New York City,05/04/2015,06/04/2015,-107.51,26,564.98
High,0.04,6.98,2.83,1246,Lois Hansen,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,G.E. Halogen Desk Lamp Bulbs,0.37,East,Erin,United States,New York,New York City,05/04/2015,07/04/2015,46.01,18,129.48
Low,0.03,256.99,11.25,1246,Lois Hansen,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Hayes Optima 56K V.90 Internal Voice Modem,0.51,East,Erin,United States,New York,New York City,22/05/2015,22/05/2015,1489.8,32,8216.28
High,0.1,22.38,15.1,1247,Henry O'Connell,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",0.38,Central,Chris,United States,Texas,Leander,05/04/2015,06/04/2015,-107.51,7,152.11
High,0.04,6.98,2.83,1247,Henry O'Connell,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,G.E. Halogen Desk Lamp Bulbs,0.37,Central,Chris,United States,Texas,Leander,05/04/2015,07/04/2015,24.82,5,35.97
High,0,3.89,7.01,1250,Kara Patton,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binder Labels,0.37,Central,Chris,United States,Illinois,Carpentersville,09/04/2015,09/04/2015,-255.17,21,85.64
High,0.09,120.98,30,1250,Kara Patton,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Every-Day¨ Chair Series Swivel Task Chairs,0.64,Central,Chris,United States,Illinois,Carpentersville,09/04/2015,11/04/2015,74,22,2508.15
High,0.1,30.98,5.76,1250,Kara Patton,Regular Air,Corporate,Office Supplies,Paper,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",0.4,Central,Chris,United States,Illinois,Carpentersville,09/04/2015,10/04/2015,109.42,8,225.62
Low,0.02,46.89,5.1,1253,Vickie Coates,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,0.46,Central,Chris,United States,Texas,Cedar Park,23/04/2015,23/04/2015,421.35,13,610.65
Low,0.05,140.98,36.09,1253,Vickie Coates,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",0.77,Central,Chris,United States,Texas,Cedar Park,23/04/2015,25/04/2015,-373.09,5,699.24
Low,0.1,212.6,110.2,1253,Vickie Coates,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bush Advantage Collection¨ Round Conference Table,0.73,Central,Chris,United States,Texas,Cedar Park,23/04/2015,25/04/2015,-3465.07,12,2346.03
Medium,0.04,2.08,1.49,1254,Anne Bland,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Economy Binders,0.36,Central,Chris,United States,Texas,Channelview,21/05/2015,23/05/2015,-11.28,16,33.77
Critical,0.06,80.98,35,1254,Anne Bland,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,0.81,Central,Chris,United States,Texas,Channelview,12/03/2015,13/03/2015,-218.77,2,172.79
Medium,0.06,3.95,2,1254,Anne Bland,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,0.53,Central,Chris,United States,Texas,Channelview,24/03/2015,25/03/2015,-9.68,5,19.66
Medium,0.01,115.99,56.14,1257,Ryan Foster,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,0.4,West,William,United States,Colorado,Aurora,22/05/2015,23/05/2015,-164.4,5,604.35
Critical,0.04,2.52,1.92,1257,Ryan Foster,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,Letter Slitter,0.82,West,William,United States,Colorado,Aurora,24/04/2015,24/04/2015,-8.21,1,3.13
High,0.03,3.69,2.5,1259,Keith Hobbs,Express Air,Home Office,Office Supplies,Envelopes,Small Box,Colored Envelopes,0.39,South,Sam,United States,Kentucky,Danville,20/04/2015,20/04/2015,-2196.68,9,38.65
Critical,0.02,73.98,14.52,1261,Vickie Gonzalez,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,0.65,West,William,United States,Colorado,Broomfield,07/05/2015,10/05/2015,43.54,5,378.23
Critical,0.05,5.28,6.26,1265,Danielle Kramer,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1928,0.4,Central,Chris,United States,Oklahoma,Altus,11/06/2015,12/06/2015,-11.38,1,7.15
Critical,0.01,13.99,7.51,1267,Rosemary Branch,Regular Air,Corporate,Technology,Office Machines,Medium Box,Sharp EL500L Fraction Calculator,0.39,South,Sam,United States,Florida,Boca Raton,10/02/2015,11/02/2015,533.74,2,29.85
Not Specified,0.08,128.24,12.65,1267,Rosemary Branch,Regular Air,Corporate,Furniture,Chairs & Chairmats,Medium Box,SAFCO Folding Chair Trolley,,South,Sam,United States,Florida,Boca Raton,12/05/2015,13/05/2015,-379.34,3,366.44
Not Specified,0.04,5.98,4.38,1267,Rosemary Branch,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",0.75,South,Sam,United States,Florida,Boca Raton,12/05/2015,14/05/2015,-1522.3,11,69.75
Medium,0.07,125.99,7.69,1271,Joanne Church,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC 3000,0.59,West,William,United States,California,La Mesa,09/04/2015,10/04/2015,588.25,8,852.53
Low,0.1,34.23,5.02,1271,Joanne Church,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Hand-Finished Solid Wood Document Frame,0.55,West,William,United States,California,La Mesa,01/05/2015,06/05/2015,151.57,7,219.66
Critical,0.07,40.98,7.47,1279,Josephine Rao,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",0.37,Central,Chris,United States,Indiana,Hammond,01/03/2015,02/03/2015,54.9,2,81.9
Not Specified,0,442.14,14.7,1279,Josephine Rao,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,0.56,Central,Chris,United States,Indiana,Hammond,05/03/2015,05/03/2015,501.51,5,2343.34
Critical,0.07,40.98,7.47,1280,Harold Albright,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",0.37,West,William,United States,Washington,Seattle,01/03/2015,02/03/2015,54.9,8,327.61
Low,0.1,238.4,24.49,1281,Pauline Denton,Regular Air,Small Business,Furniture,Chairs & Chairmats,Large Box,Safco Contoured Stacking Chairs,,Central,Chris,United States,Indiana,Vincennes,24/01/2015,26/01/2015,875.28,8,1774.5
Low,0.03,199.99,24.49,1281,Pauline Denton,Express Air,Small Business,Technology,Copiers and Fax,Large Box,Canon PC-428 Personal Copier,0.46,Central,Chris,United States,Indiana,Vincennes,24/01/2015,26/01/2015,727.74,5,1054.69
Low,0.1,238.4,24.49,1282,Dana Sharpe,Regular Air,Small Business,Furniture,Chairs & Chairmats,Large Box,Safco Contoured Stacking Chairs,,East,Erin,United States,Pennsylvania,Philadelphia,24/01/2015,26/01/2015,460.68,30,6654.39
Low,0.03,199.99,24.49,1282,Dana Sharpe,Express Air,Small Business,Technology,Copiers and Fax,Large Box,Canon PC-428 Personal Copier,0.46,East,Erin,United States,Pennsylvania,Philadelphia,24/01/2015,26/01/2015,393.42,21,4429.69
Not Specified,0.04,150.98,13.99,1298,Herbert Beard,Regular Air,Home Office,Technology,Office Machines,Medium Box,Canon MP41DH Printing Calculator,0.38,Central,Chris,United States,Texas,Sulphur Springs,12/02/2015,15/02/2015,606.05,6,878.34
Not Specified,0.04,176.19,11.87,1298,Herbert Beard,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Fellowes High-Stak¨ Drawer Files,0.62,Central,Chris,United States,Texas,Sulphur Springs,12/02/2015,14/02/2015,320.1,4,676.57
High,0.03,39.48,1.99,1303,Cindy Harvey,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",0.54,West,William,United States,Utah,Tooele,19/02/2015,21/02/2015,317.09,12,459.55
Low,0.01,65.99,5.31,1303,Cindy Harvey,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,3390,0.57,West,William,United States,Utah,Tooele,19/02/2015,26/02/2015,250.36,9,536.9
Medium,0.08,2.88,0.5,1304,Sherri McIntosh,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 507,0.39,West,William,United States,Utah,West Jordan,23/04/2015,24/04/2015,6.03,3,8.74
High,0.04,62.18,10.84,1305,Chris Pritchard,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,Deflect-o Glass Clear Studded Chair Mats,0.63,West,William,United States,Utah,West Valley City,17/02/2015,19/02/2015,125.81,3,182.33
Low,0.04,8.33,1.99,1307,Teresa Hill,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,West,William,United States,Oregon,Coos Bay,30/06/2015,07/07/2015,44.89,16,131.26
Medium,0.04,5.34,2.99,1314,Keith Marsh,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,0.38,West,William,United States,California,Los Angeles,30/03/2015,01/04/2015,3.45,45,240.6
Medium,0.06,55.99,5,1314,Keith Marsh,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,Accessory6,0.8,West,William,United States,California,Los Angeles,30/03/2015,01/04/2015,-275.25,5,236.88
Low,0.05,80.98,35,1314,Keith Marsh,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,0.81,West,William,United States,California,Los Angeles,05/01/2015,09/01/2015,-746.44,34,2710.47
